Basque (eu),Spanish (es),es_traduction
"Madrilgo Psikologoen Kolegio Ofiziala, Sevillako Unibertsitateko Psikologia Departamentua eta antzeko erakunde, organismo pribatu eta plataformek ikerlan zabala burutu dute, funtsezko galderari erantzutea xede harturik: Nolakoa da guraso lesbiana edo gayekin bizi diren neska-mutilen garapena eta doitze psikologikoa?","Desde organismos privados, plataformas e instituciones como el Colegio Oficial de Psicólogos de Madrid y el departamento de Psicología de la Universidad de Sevilla se ha llevado a cabo un estudio que ha tratado de responder a la pregunta clave: ¿Cómo es el desarrollo y ajuste psicológico de los chicos y chicas que viven con madres lesbianas o padres gays?",Erreur
"Psikologoak egin behar duzuna esango dizu, zeure buruari galderak egiten lagun zaitzake eta bidean lagunduko zaitu, galdera horien erantzunak aurkitu bitartean.","Un psicólogo no te dice lo que tienes que hacer, puede ayudar a hacerte preguntas y a acompañarte en el camino mientras las resuelves.",Erreur
Azterketa Zentroetako psikologoei indarrean jartzen diren legezko xedapenen berri ematea eta sektore honetan zer eragin izango duten adieraztea.,"los Centros de Reconocimiento, de las nuevas disposiciones legales que van apareciendo y que afectan a este sector. Imprimir",Erreur
Espainiako psikologo eta pedagogo ospetsuenetako batek berrikusi du materiala: María Jesús Álavak.,Su elaboración ha sido supervisada por una de las psicólogas y pedagogas más prestigiosas de nuestro país: María Jesús Álava.,Erreur
"Ekainaren 24an, astelehena, 17:00etan, Deustuko Unibertsitateak Osasun arreta humanizatzeari eta gizarte eta osasun esparruetan laguntza espirituala emateari buruzko aditua aurkeztuko du Santurtziko San Juan de Dios Ospitalean. Ekitaldi horretan, gaixo adituek, sendagileek, teologoek eta psikologoek hartuko dute parte.","El lunes 24 de junio a las 17 hs la Universidad de Deusto presentará el posgrado experto “Humanización de la salud y acompañamiento espiritual en los ámbitos social y sanitario” en el hospital San Juan de Dios de Santurtzi, acto en el que participarán pacientes expertos, médicos, teólogos y psicólogos.",Erreur
Aurkezpena bideo bitartez Robert J. Sternberg 1949. urtean jaio zen psikologo kognitibo estatubatuarra da.,Presentación por Video Robert J. Sternberg es un psicólogo cognitivo estadounidense nacido el 1949.,Erreur
"Genero eta Informazio Gizartean aditua den psikologo argentinar honek ikerkuntza ugari egin du genero, zientzia, teknologia eta…","Esta psicóloga argentina, experta en Género y Sociedad, que ha desarrollado numerosas investigaciones en temas de género…",Erreur
"Hori horrela, programaren dimentsio guztien ikuspegi osoa emango duten pertsonek osatuko dute talde sustatzailea: Ikastetxeetako ordezkariak, Baikara gurasoen ordezkari gisa, Kirol Egokituko Federazioa, Osakidetzako haur eta gazteen psikologo bat, Euskal Herriko Unibertsitatea, Arartekoaren bulegoko Elena Yarza, kirol teknikariak eta Real Sociedad Fundazioko Andoni Iraola, besteak beste.","Así el grupo promotor lo compondrán personas que aportan una visión completa de todas las dimensiones del programa: representante de centros escolares, Baikara en representación de padres y madres, Alicia Figueroa, Federación de Deporte Adaptado, Maite Fuentes y Luis Mari Zulaika de la Universidad del País Vasco, Elena Yarza de la oficina del Ararteko, técnicos deportivos, Andoni Iraola, de la Fundación Real Sociedad y Jon Kepa Eguren como Centro Educativo.",Erreur
"Saiatzeko aukera izatea gustatuko balitzaizueke, eta gugatik bozkatu, datorren Ekainaren 19an izango dira hauteskundeak Nafarroako Psikologoen Elkargoan, hemen ez daudenak korreoz bozka dezakete ere.","Si os gustaría que tuvieramos la oportunidad de intentarlo, y quisierais votar por nosotr@s,el próximo 19 de Junio serán las elecciones en el Colegio de Psicólogos de Navarra, quienes no puedan estar podrán votar por correo.",Erreur
"Elkarrizketa: Maite Garaigordobil, psikologoa eta jolasaren ikertzailea (123 Kb)","Entrevista a Maite Garaigordobil, psicóloga e investigadora del juego (122 Kb)",Erreur
"ADEMBIko neuropsikologoa Duela hamarkada batzuk jakin zen narriadura kognitiboa esklerosi anizkoitza eragin dezakeen sintometako bat dela Narriadura kognitiboa duen jendearen %60ak hainbat aldaketa nabaritzen ditu, bizitasun anitzekoak eta […]",Neuropsicóloga de ADEMBI Hace ya décadas que se conoce el hecho de que el deterioro cognitivo es uno de los síntomas que puede provocar la Esclerosis Múltiple. Alrededor del 60% de […],Erreur
"New York Alemania, 1885eko irailaren 16a - New York, Estatu Batuak, 1952ko abenduaren 4a) alemaniar psikologo eta psikoanalista izan zen.","Universidad Blankenese, Alemania, 16 de septiembre de 1885 - Nueva York, Estados Unidos, 4 de diciembre de 1952) fue una psicóloga y psicoanalista alemana naturalizada estadounidense.",Erreur
"Solasaldia: Justizia eta Géneroa -Maite Blanco (#violetademabulante proiektua eta berdintasun teknikaria), Pablo López Goenaga (Abokatua, Genero Indarkeriko komisioa ICAGI, Gipuzkoako Abokatuen Elkargo Prestua), Mariangeles Álvarez García (Psikologa, Berdintasuneko Komisioa COPGI, Gipuzkoako Psikologoen Elkargo Ofiziala).","-Maite Blanco (proyecto #violetademabulante y técnica de igualdad), Pablo López Goenaga (Abogado,Comisión de violencia de género, ICAGI, Ilustre Colegio de Abogados/as de Gipuzkoa), Mariangeles Álvarez García (Psicóloga, Comisión de Igualdad del COPGI, Colegio Oficial de Invitados/as Fila 0: Mamen Guimerans (Asociación Hegaldi).",Erreur
"Gaur egun, 7 urtetik 18 urtera bitarteko 43 umek lehen mailako arreta, laguntza psikosoziala, hezkuntza-errefortzua eta balioetako heziketa jasotzen dituzte, medikuen, psikologoen eta hezitzaileen eskutik.","En la actualidad, cuarenta y tres niños y niñas entre los 7 y los 18 años reciben atención primaria, psicosocial, refuerzo educativo y educación en valores por parte de profesionales médicos, psicólogos y educadores.",Erreur
"Oharra: Atal honek istorio osoa edo amaiera argitzen du. Peter Venkman (Bill Murray), Ray Stantz (Dan Aykroyd) eta Egon Spengler (Harold Ramis) hirukotearen ikerketa eta jokamolde xelebreen ondorioz New York hiriko Columbiako Unibertsitatetik kaleratutako hiru parapsikologo dira.","Peter Venkman (Bill Murray), Ray Stantz (Dan Aykroyd) y Egon Spengler (Harold Ramis) son tres parapsicólogos expulsados de la Columbia University en Nueva York, debido a sus estudios y prácticas poco ortodoxos, y que comienzan su propio negocio trabajando como cazafantasmas, e investigando fenómenos paranormales usando tecnología sofisticada para intentar capturar las manifestaciones ectoplasmáticas.",Erreur
"Bloga Harremanetarako Psikologoa, psikodramatista","Blog Contacto Psicóloga, psicodramatista",Erreur
"Medikuntzako ikasle, mediku eta psikologo talde batek sortu zuen GPAB 1975ean. Prestakuntza psikodinamikoa zuen psikiatra-psikoterapeuta talde bat Suitzatik bueltatu …","El GPAB tiene sus orígenes en un grupo de estudiantes de medicina, médicos y psicólogos que en el año 1.975, comienzan a reunirse en torno a la vuelta desde Suiza de …",Erreur
"Urte asko gurekin lanean daraman psikologo baten laguntza ere badugu. Bakarko edo taldekako jarduerak dauzkazu hemen, zure beharren arabera.","Contamos con un psicólogo que lleva años con nosotros y sabe cómo ayudarnos.Tenemos actividades individuales y en grupo,según necesites.",Erreur
"Dantzariak, koreografoak, psikologoak, clownak, aktoreak, marrazkilariak, irakasleak, zinemagileak, antzerki sortzaileak… denetariko profesionalen lanak jaso ditugu eta disziplina ezberdinetan jarduten badute ere, guztiak batzen ditu arteak, esperimentatu eta sortzeko gogoak.","Bailarinas, coreógrafas, psicólogos, clowns, actores, pintores, profesoras, cineastas… hemos recibido ideas de todo tipo de profesionales que a pesar de que trabajan en distintas disciplinas a tod@s les une el arte, las ganas de experimentar y crear.",Erreur
Psikologoek ikusi zuten hainbat pertsonak intimitate hori bilatzen zutela beren arazoak kontatzeko...,Los psicólogos se encontraron con no pocos casos de personas que se encerraban en la intimidad para contarle sus problemas...,Erreur
"Psikologoa erreminta bat da, pertsonaren barnean funtzionatzen ez duen eta behargabeko sufrimendua sortzen duena konpondu ahal izateko.",El psicólogo es una herramienta para poder arreglar lo que no funciona en el interior de la persona y que genera sufrimiento innecesario.,Erreur
"III. topaketa honetan Elena Yanguas psikologoak parte hartuko du, aurrerantzean saio horiek zuzentzeaz arduratuko dena.","En este III encuentro se incorpora la psicóloga Elena Yanguas, quién a partir de ahora será la encargada de dirigir estas sesiones.",Erreur
"Kategoria:Euskal Herriko psikologoak - Wikipedia, entziklopedia askea.","Categoría:Psicólogas - Wikipedia, la enciclopedia libre Ayuda",Erreur
"Itziar Cantera, Ianire Estébanez eta Ane Navarro, psikologoak eta talde hezitzailea.","Itziar Cantera, Ianire Estébanez y Ane Navarro, psicólogas y educadora de grupos.",Erreur
Madrilgo La Pazeko Ospitale Unibertsitarioan psikologo bezala aritu da. Baita Erizaindegi Eskola Unibertsitarioko Irakasle bezala ere.,Ha ejercido de psicólogo en el Hospital Universitario La Paz de Madrid y de Profesor en la Escuela Universitaria de Enfermería.,Erreur
"Beren arazoei buruz Batzuetan, bere bizitzako esperientziarekin eta munduarekin duen ikuspegia ezezagun batek psikologo onena bihurtzen du.","A veces, un extraño con su propia experiencia de vida y visión del mundo se convierte en el mejor psicólogo.",Erreur
"Psikologoa, lagun diezagukeen espezialista (68 Kb)","El psicólogo, un especialista que puede ayudarnos (68 Kb)",Erreur
Juan Carlos Alonso psikologoak ipuinen balioa agresibitate gaia jorratzeko aztertuko du.,El psicólogo Juan Carlos Alonso analizará el valor de los cuentos para tratar el tema de la agresividad.,Erreur
"Egun, nahasmendu bipolarra duten pertsonentzako talde terapia batean parte hartzen du astero, Agifeseko psikologo baten gidaritzapean, eta Donostia Ospitalean lan egiten du.","La vida en pareja, conducido por un psicólogo de Agifes y trabaja en el Hospital Donostia.",Erreur
"osasun laguntza irunen eta hondarribian, anbulatorioa, klinikak, ospitaleak, gizarte ongizatea, gizarte-langilea, osasuna, osasun pribatua, medikuak, erizainak, gizarte eta osasuna, psikologoak, osasun mentala, adineko pertsonentzako gimnasia, osasuna irunen, osasuna hondarribian, osasun zentroa, osasun mentaleko zentroa, gizarte ongizatea irunen, gizarte zerbitzuak irunen, gizarte-langilea irunen","asistencia sanitaria en irun y hondarribia, ambulatorio, clínicas, hospitales, bienestar social, trabajador social, sanidad, sanidad privada, medicos, enfermeras, sociosanitario, psicologos, salud mental, gerontogimnasia, sanidad irun, sanidad hondarribia, centro de salud, centro mental, bienestar social irun, auxilios, enfermería, medico, enfermera, enfermero, psicologa, fisioterapeuta, quiromasajista, acompañar a mayores, acompañar a dependientes",Erreur
"Ildo horretatik hainbat aukera zabaltzen dira zure etorkizun profesionalerako: adin gutxiko arau hausleei arreta ematea, cyber bullying-a bezalako delitu bide berrien aurrean; bizi kalitatea hobetzeko zerbitzuak, kultur zerbitzuak eta aisialdi zerbitzuak; ingurumenarekin zerikusia duten zerbitzuak, hala nola energia baliabideen kudeaketa edo natur guneen babesa; kirolaren psikologia, aurrera gelditu barik doan arloa, eta futbol taldeek hainbeste eskatzen dutena; eta, finean, hirugarren sektoreko lan ildo berriak, non psikologoek ekarpen garrantzitsuak egiten dituzten nazioarteko lankidetza programen diseinuan.","En este sentido, la atención a menores infractores ante las nuevas oportunidades delictivas como el ciber-bullying; el desarrollo de servicios de mejora de la calidad de vida, culturales y de ocio; servicios relacionados con el medio ambiente, como la gestión de recursos energéticos o la protección de espacios naturales; el imparable avance de la Psicología del Deporte, tan solicitada ahora por los clubes de futbol y, en fin, los espacios laborales abiertos en el denominado tercer sector donde los psicólogos realizan importantes contribuciones en el diseño de programas de cooperación internacional, son algunas de las opciones donde puedes encontrar tu futuro profesional.",Erreur
"Gipuzkoako Psikologoen Elkargo Ofizialak hitzarmen bat sinatu zuen 1993an Gipuzkoako Foru Aldundiarekin, bizikidetasunaren esparruan tratu txarrak jasaten dituztenei eta/edo sexu-askatasunaren aurkako delituen biktimei laguntza psikologikoa emateko.",El Colegio Oficial de Psicología de Gipuzkoa tiene conveniado con la Excelentísima Diputación Foral de Gipuzkoa un Programa de Atención Psicológica a víctimas del Maltrato en el Ámbito Convivencial y/o posibles delitos contra la libertad sexual desde 1993.,Erreur
"Zuzenduko duena: Yolanda Iglesias, ACABE GIPUZKOAko psikologoa","Será impartida por Yolanda Iglesias, psicóloga de ACABE GIPUZKOA",Erreur
"Martxoaren 17a - Franz Brentano, alemaniar filosofo eta psikologoa (j. 1838).","17 de marzo: Marjan Raciborski, pirata británico. (n. 1689).",Erreur
"Egoeraren arabera, baina psikologoari galdetu diezaiokegu bizitzako aspektu konkretu edo arazo puntual bati buruz.","Depende, existe la posibilidad de consultar al/a psicólogo/a por un aspecto concreto de tu vida o por un problema puntual.",Erreur
"Sendagilearen alta jaso denetik hainbat astebetera hobekuntzarik nozitu ez badu, ohiko sendagilearengana jotzea edo ebakuntzaz arduratu den taldearekin egoera jorratzea komeni izaten da, batak edo besteek pazientea psikologoarengana bidal dezaten.","Si no se mejora tras varias semanas de recibir el alta médica, es aconsejable acudir al médico de cabecera o comentar la situación con el equipo que se ha ocupado de la operación para que derive al paciente a un psicólogo.",Erreur
Laguntza programa hori adopzio arloko psikologo espezializatuek ematen dute.,Este programa de apoyo lo prestan terapeutas especializados en materia de adopción.,Erreur
"Laguntza bila psikologo batengana jotzen duenak sintomak deskribatu ohi dizkio (depresioa, antsietatea, larritasuna, beldurra...), eta normalena bere arazoen kausak eta horietarako konponbideak zein diren ez jakitea da.","Quien acude a un psicólogo en busca de ayuda le describe sus síntomas (depresión, ansiedad, angustia, miedo...), y lo habitual es que desconozca tanto las causas de sus problemas como la manera de resolverlos.",Erreur
Psikologoa. Executive MBA titulua eta erakundeen garapenari buruzko... »,"Tiene un Executive MBA, un máster en desarrollo... »",Erreur
"1974an, Herbert Freudemberg psikologoa lanean ari zen menpekotasunetarako klinika batean; han zegoela, konturatu zen berarekin zeuden boluntario gehienak, lankidetzako urte baten ostean, nekatuta, motibaziorik gabe, gaixoekiko oldarkor eta “erreta” zeudela.","En 1974 el psicólogo Herbert Freudemberg observó en la clínica para adicciones donde trabajaba como, tras un año de colaboración, la mayoría del voluntariado que le apoyaba, sufría agotamiento, desmotivación, agresividad hacia pacientes, y manifestaban encontrarse “quemados”. Bautizó este procesó con el nombre de “burnout”",Erreur
"Horixe da iradoki ninduen, alegia, pertsonaiek analisi psikologorik ez izateak eta hortxe geldorik egoteak, zuhaitzen antzera, eguraldiaren gorabeherak jasaten.","‘Me estimuló mucho la fantasía, el hecho de que los personajes no tienen un análisis psicológico, sino que están allí plantados, como los árboles siguiendo los avatares del mal o buen tiempo. pero eso sí, ¡tan vivos!",Erreur
"Gure ikasleen hezkuntza-prozeduran eragina duten zentrotik kanpoko agenteekiko koordinazioa: Psikologoak, Udaletxeko programak, Berritzegune,…","Que inciden como especialistas en el proceso educativo de nuestros alumnos: Psicólogos, Programas del Ayuntamiento, Berritzegune... Ambito familiar",Erreur
Profesionalen taldea bi irakaslek osatzen dute eta psikologo baten laguntza ere badute.,El equipo de profesionales lo componen dos profesoras que cuentan con el apoyo de una psicóloga.,Erreur
Ondoren Psikologia eta Aurkezpena bideo bitartez Robert J. Sternberg 1949. urtean jaio zen psikologo kognitibo estatubatuarra da.,Robert Sternberg Presentación por Video Robert J. Sternberg es un psicólogo cognitivo estadounidense nacido el 1949.,Erreur
Psikologoen elkargo ofiziala (COP),Colegio Oficial de Psicólogos (COP),Erreur
"Adin ertaineko emakumeetan agertzen da gehien; itxurak eta gorputzak kezkatzen duten emakumeak izan ohi dira, bizi guztia dietak eginez igaro dutenak, dieta miragarriak askotan, eta psikiatren eta psikologo adituen laguntza behar izaten dute aurrera egiteko.","El retrato más común, que requiere el apoyo de psiquiatras y psicólogos expertos, es el de una mujer de mediana edad, con cierta preocupación por su figura y que durante toda su vida ha seguido dietas de adelgazamiento según la temporada, muchas de ellas consideradas milagro.",Erreur
"Administrazio Orokorrak irizten du egiaztagiri negatibo hori eskatu behar zaiela Hezkuntza Saileko ikastetxe publikoetako eskolazain eta laguntzaile postuei, baita Ibaiondo ikastetxekoei ere, baita Justizia Administrazioaren Zuzendaritzako Psikologoei eta Gizarte Langileei, adingabeekin ohiko harremanak dituzte eta.","En la Administración General se ha considerado que los puestos adscritos a centros educativos del Departamento de Educación, Política lingüística y Cultura, así como los ubicados en el Centro de Ibaiondo, así como los psicólogos y trabajadores sociales de la Dirección de Administración de Justicia tienen contacto habitual con menores, y en consecuencia se les debe exigir esta certificación negativa.",Erreur
Ameriketako Estatu Batuetako psikologoak,Judíos de Estados Unidos,Erreur
"M-11ko atentatuen ondotik, jada psikologo beharrik ez genuenean ongi hornituta geundelako, horixe kosta zitzaigun gehien, jendeari ikusaraztea ez genuela behar haien laguntzarik. Batzuk asko haserretu ziren laguntza ematen utzi ez genielako.","Lo que más nos costó el 11-M, cuando ya no hacían falta psicólogos porque teníamos la demanda cubierta, fue convencer a la gente de que no era necesaria su ayuda.",Erreur
"Aniztasunari arreta berezia: psikologoa, laguntzaileak, irakasle espezializatuak, orientatzailea.","Atención a la diversidad: psicóloga, auxiliares, profesorado especializado, orientadora.",Erreur
"Azken hamar urteetako esperientzian, ikastaro hauetan arlo ezberdinetako hainbat pertsonek parte hartu dute: osasun arloan ari direnak lanean (fisioak, osteopatak, medikuak, erizainak, psikomotriziztak, kinesiologoak, kiropraktikoak, psikologoak, podologoak, oftalmologoak, …) euren ikuspegia eta tratatzeko modua aberastu dezaketelako; honez gain beste hainbat arlotan aritzen diren pertsonak, sortzetiko dugun ahalmen hau garatu nahi dutenak gero euren arloan eta kontestuan aplikatu ahal izateko. Recent Posts 2015erako Ikastaro berriak.","A lo largo de estos últimos 10 años dedicados a compartir y transmitir mi experiencia, los participantes provienen de actividades y quehaceres muy diversos.Por un lado, personas que han recibido una importante formación académica en el ámbito de la salud (fisioterapeutas, osteópatas, médicos, enfermeros, kinesiólogos, quiroprácticos, biomagnetistas, psicomotricistas, psicólogos, musicoterapeutas, …) que con este entrenamiento pueden añadir a su buenhacer la capacidad innata que reside en sus manos para percibir y acompañar a la persona en el proceso que está viviendo.",Erreur
Bizkaiko Psikologoen Elkargo Ofizialera iradokizun/kexa bat bidali.,Enviar una Queja / Sugerencia al Colegio Oficial de Psicología de Bizkaia.,Erreur
Iruzurrik ez egitea gomendatzen dute psikologoek: osasun mentalaren arazoek ondorio fisikoak ere izango dituzte.,Los psicólogos advierten de que conviene no engañarse: los problemas de salud mental nos causarán también problemas físicos.,Erreur
"“Entrenamenduetako eta probetako errendimendua hobe daiteke ondo planifikatutako eta kirol-psikologo batek ebaluatutako entrenamendu psikologiko bat edukiz gero”, azaldu du Susana Gonzalezek, Poliklinika Gipuzkoako psikologoak.","“Un entrenamiento psicológico bien planificado y evaluado por un psicólogo deportivo puede ayudar a mejorar el rendimiento en entrenamientos y pruebas”, explica Susana González, psicóloga de Policlínica Gipuzkoa.",Erreur
Gure psikologo profesionalek prozesuaren fase bakoitzari aurre egiten lagunduko zaituzte,Nuestros psicólogos profesionales te ayudarán a afrontar cada fase del proceso,Erreur
"Nerabea eta bere gurasoak psikologoarekin elkartzen diren lehen aldian, arazoari buruz hitz egiten dute, nola sentitzen diren adieraziz eta terapiarekiko dituzten helburuak ezagutaraziz.","La primera vez que el adolescente y sus padres se reúnen con el especialista, hablan acerca del problema que estén teniendo, de cómo se están sintiendo y sobre las metas que tienen para su terapia.",Erreur
"Arazo batek edo gehiagok gure bizitza blokeatu egiten duela eta sentsazio desatseginez betetzen duela eta bizitzaren alderdi positibo eta atseginak gozatzea eragozten digutela sentitzen dugunean, psikologoarenera joatea komeni izaten da.","Debemos acudir al psicólogo cuando detectamos que uno o varios problemas bloquean nuestra vida inundándola de sensaciones desagradables, impidiéndonos gozar de sus aspectos positivos o placenteros.",Erreur
"ESP. PSIKOLOGO-KLINIKO TEKNIKARIA baten kontratazio espezifikorako epea zabaltzen da, 2012ko maiatzaren 22tik ekainaren 1eko 14.00ak arte.","Se abre plazo, desde el día 22 de mayo hasta las 14:00 h. del 1 de junio de 2012, para inscribirse en la contratación específica de UN FACULTATIVO ESPECIALISTA TÉCNICO PSICÓLOGO CLÍNICO (Hospital Universitario Donostia).",Erreur
"Psikologoa ez dago zailtasunetatik, liskarretatik eta heldugabetasunetik salbuetsita baina kontua da ahulezia horiek psikologo eta pazientearen arteko topaketa horretan eraginik ez izatea, terapia ez baldintzatzea.","El psicólogo no está libre de dificultades, conflictos e inmadurez, pero lo importante es que estas debilidades no influyan en el encuentro psicólogo-paciente, ni condicionen la terapia.",Erreur
Urriaren 11an autoestima tailerrari eman diogu hasiera Teresa psikologoaren eskutik. Tailerra dependentzia baxuko egoiliarrei dago zuzendua.,El 11 de octubre hemos dado comienzo en Irun a un Taller de autoestima impartido por la psicologa Teresa y dirigido a usuarios con dependencia bajas.,Erreur
"Psikologoak neska gazteen artean bultzatzen diren baloreei buruzko abisua ematen du, balore hauek, etengabe, horien irudian pentsaraztera eramaten die eta nola aldatu ahal dute beraien itxura.","Ante ello, este experto alerta sobre los valores que estamos promoviendo entre nuestras jóvenes que les llevan a estar pensando continuamente en su apariencia y en cómo cambiarla.",Erreur
"-Arreta Psikologikoa, Psikologo baten ardurapean.","-Atención Psicológica, dirigida por una Psicóloga.",Erreur
"Baile Ayensa psikologo nafarrak, Unibertsitatean irakurritako doktorego-tesian honako ondorioa hau atera zuen: 14 eta 16 urte arteko neskengan gorputz-asegabetasun maila handia dago, arrisku-faktorea larria izanik, elikagai-arazoetan bukatu ahal duena, hala nola anorexia eta bulimia.","18 Abril 2003 19 En las chicas de 14 a 16 años existe un alto grado de insatisfacción corporal, un factor de riesgo que puede desembocar en trastornos alimenticios como la anorexia y la bulimia.",Erreur
"SOCIEDAD VASCO NAVARRA DE NEUROPSICOLOGÍA – EUSKAL HERRIKO NEUROPSIKOLOGOEN ELKARTEA NORTZUK GARA Euskal Herriko Neuropsikologoen Elkartea, SVNPS, irabazi asmorik gabeko izaera zientifiko-klinikoa duen elkartea da.","QUIÉNES SOMOS/Sociedad Vasco-Navarra de Neuropsicología SVNPS es una sociedad de carácter científico-clínico sin ánimo de lucro, para profesionales del País Vasco y Navarra interesados en el conocimiento y práctica clínica de la Neuropsicología.",Erreur
"Francisco Santolaya, Valentziako Psikologoen Elkargoko Dekanoa","Francisco Santolaya, Decano del Colegio de Psicólogos de Valencia",Erreur
"Pausan, talde terapiak psikologo batek gidatutako elkartze lekuak dira, segurtasuna oinarri hartuta, bakoitzaren bizipen, sentimendu eta historia elkarbanatzen dira…",TERAPIA DE GRUPO Las terapias de grupo en Pausa son lugares de encuentro guiados por una profesional de la psicología que propician un entorno seguro en el cual poder expresar y compartir las...,Erreur
"Diziplina anitzeko adituez (ginekologoak, biologoak, genetistak, psikologoak, urologoak, andrologoak,e.a.) osatutako lan-taldeek modu pertsonalizatuan landuko dute zure kasua behar duzun soluzioa aurkitzeko.","Para ello, contamos con equipos multidisciplinares de expertos – ginecólogos, biólogos, genetistas, psicólogos, urólogos, andrólogos, etc.- que afrontarán tu caso de forma personalizada ofreciéndote la solución que necesitas.",Erreur
"Itziar Tres Borja, osasun-psikologoa, psikologian lizentziatua Euskal Herriko Unibertsitatean 2005. urtean.","Itziar Tres Borja, psicóloga sanitaria, licenciada en psicología por la Universidad del País Vasco en el psicologasenpamplona@gmail.com",Erreur
"Bestalde, diagnostikoa diziplina anitzeko ikuspegi batetik egin behar da, hots, psikologo, mediku, logopeda eta bestelako profesionalek parte hartu behar dute prozesu horretan, eta baloratzen den pertsonaren errealitatera egokitu behar du, bere ezaugarri indibidualak eta inguruarenak kontuan hartuta.","Asimismo, el diagnóstico debe realizarse bajo un enfoque multidisciplinar, en el que participen psicólogos, médicos, logopedas, etc, y debe ajustarse a la realidad de la persona que se esté valorando, teniendo en cuenta tanto sus características individuales como las de su entorno.",Erreur
"Amaya Áriz, Nafarroako Autismo Elkarteko (ANA) presidenteak nabarmendu zuen “proiektu aitzindaria dela Europan eta duela zazpi urte hasi zirela ia 120 boluntariorekin eta 20 psikologorekin” eta proiektuan “autismoa duten pertsonen autonomia sustatzen duten eta haien gaitasunak sendotzen dituzten jarduerak” egiten direla.","Amaya Áriz, presidenta de la Asociación Navarra de Autismo (ANA) destacó que se trata “de un proyecto pionero en Europa y que realizamos desde hace siete años, con casi 120 voluntarios y 20 psicólogos” y en el que se llevan a cabo “actividades que fomentan la autonomía su autonomía y refuerza sus competencias”.",Erreur
Osasun mentala zaintzea eta laguntza profesionala eskatzearen garrantziaz ohartarazten digute psikologoek. Lehen oztopoak gure buruan hasten dira.,"Los psicólogos advierten de la necesidad de cuidar nuestra salud mental y pedir ayuda profesional, aunque las trabas empiezan por nuestra mente.",Los psicólogos nos advierten sobre la importancia de cuidar la salud mental y pedir ayuda profesional. Los primeros obstáculos comienzan en nuestra mente.
2003ko martxoaren 22ko Arabako Psikologoen Elkargo Ofizialaren Ez-ohiko Bilera Orokorrak Kode Deontologiko hau berretsi zuen,"La Junta General Extraordinaria de 22 de marzo de 2003, del Colegio Oficial de Psicólogos de Álava ratificó este Código Deontológico","El 22 de marzo de 2003, la Asamblea Extraordinaria del Colegio Oficial de Psicólogos de Álava ratificó este Código Deontológico."
"Itziar Cantera, psikologo terapeuta","Itziar Cantera, psicóloga terapeuta","Itziar Cantera, psicóloga terapeuta."
"Psikologo zerbitzua – astelehen eta asteazkenetan, txandaka, 16:30etik 18:30era.",Servicio de Psicólogo - lunes y miércoles alternos en horario de 16:30 a 18:30.,"Servicio de psicólogo – los lunes y miércoles, alternativamente, de 16:30 a 18:30."
"Arantza de Domingo psikologoa haur eta nerabeetan espezializatua dago, eta aholkulari aritzen da Infojuego kanpainan, jostailuak erosten laguntzeko informazioa emanez eta. Haren esanetan, haurren nortasuna ez da erabat finkatzen nerabezaroa pasatu arte.","Arantza de Domingo, Psicóloga especializada en niños y adolescentes, y asesora en la campaña de información para la compra de juguete Infojuego, asegura que la personalidad de los niños no termina de asentarse hasta pasada su adolescencia.","Arantza de Domingo es psicóloga especializada en niños y adolescentes, y actúa como asesora en la campaña Infojuego, proporcionando información para ayudar a comprar juguetes. Según ella, la personalidad de los niños no se fija completamente hasta después de la adolescencia."
"Ikusmen urritasunarekin lan egiten duen profesional askorentzat oso erreminta erabilgarria izan daiteke (oftalmologoak, optiko-optometristak, ikusmen rehabilitatzaileak, psikologoak, hezitzaileak), eta baita ikusmen urritasuna duten pertsonentzat eta pertsona horiek ordezkatzen dituzten kolektiboentzat.","Es una herramienta útil tanto para los diferentes profesionales relacionados con la baja visión (oftalmólogos, ópticos-optometristas, rehabilitadores visuales, psicólogos, educadores), como para las propias personas afectadas y los colectivos que las representan.","Para muchos profesionales que trabajan con personas con discapacidad visual (oftalmólogos, optometristas, rehabilitadores visuales, psicólogos, educadores), y también para las personas con discapacidad visual y sus colectivos representativos, este instrumento puede resultar muy útil."
