Basque (eu),Spanish (es),es_traduction
"Kolaborazio Berrikuntzan erreferentzia izatea du helburu, globalki lehiakorrak diren soluzioak taxutu eta abiarazteko, Ezagutza eta Teknologia propioan oinarritutakoak (Aholkularitza, Ingeniaritza, Elektronika, Telekomunikazioa eta Gamifikazioa).","Calle la conformación y puesta en marcha de soluciones globalmente competitivas, basadas en Conocimiento y Tecnología propia (Consultoría, Ingeniería, Electrónica, Informática, Telecomunicaciones, y Gamificación). Calle Álava.","Traducción: El objetivo es ser una referencia en la innovación colaborativa, para diseñar y poner en marcha soluciones competitivas a nivel global, basadas en nuestro propio conocimiento y tecnología (Asesoramiento, Ingeniería, Electrónica, Telecomunicaciones y Gamificación)."
"Neurrira egindako irtenbideak eskaintzen ditu, erosketa-alorraren eta kontratazioaren optimizazioa ahalbidetuz. Duela urte batzuk, Mondragon Unibertsitateak egindako hausnarketa baten ondoren, Ingeniaritza Biomedikoko gradua martxan jartzea erabaki zen.","Mondragon Unibertsitatea también será otra de las protagonistas. Hace unos años advirtieron que se necesitaban jóvenes formados y especializados en el mundo de la Ingeniería Sanitaria. Por ello, pusieron en marcha el Grado de Ingeniería Biomédica.","La traducción de la frase del euskera al español es: Ofrece soluciones adaptadas, permitiendo la optimización de la adquisición de materiales y la contratación. Hace unos años, tras una reflexión realizada por Mondragon Unibertsitatea, se decidió poner en marcha el grado en Ingeniería Biomédica."
Ingeniaritza Kimikoa Masterra - UPV/EHU,Máster en Ingeniería Química - UPV/EHU,Ingeniería Química Máster - UPV/EHU
Titulazioa Ingeniaritza Elektrikoko Gradua,Titulación Grado en Ingeniería Mecánica,Título: Grado en Ingeniería Eléctrica
"Zubi batekin dago lotuta uharte hori eta, zubi hori, ingeniaritza lan ikaragarria da eta 5 kilometro inguru dauzka.","Está conectada con un puente, que la verdad es una obra de ingeniería impresionante y tiene como unos 5 kilómetros o algo así.","La isla está conectada por un puente y, ese puente, es una obra de ingeniería asombrosa y mide aproximadamente 5 kilómetros."
"Gainerako ikertzaileak ikerketa-laguntzaile izan ahalko dira, eta gradu-, lizentziatura-, ingeniaritza- edo arkitektura-titulua izan beharko dute.","El resto de personas investigadoras podrán ser ayudantes de investigación, que deberán estar en posesión del título de Grado, Licenciatura, Ingeniería o Arquitectura.","Los demás investigadores pueden ser investigadores auxiliares, y deben tener un título de grado, licenciatura, ingeniería o arquitectura."
Kudeaketaren eta Informazio Sistemen Informatikaren Ingeniaritza (Vitoria-Gasteiz),Ingeniería Informática de Gestión y Sistemas de Información (Vitoria-Gasteiz),Ingeniería de Sistemas de Información y Gestión (Vitoria-Gasteiz)
Industria Elektronikaren eta Automatikaren Ingeniaritzako Gradua (Bizkaia) (Bilboko Ingeniaritza Eskola),Doble Grado en Ingeniería Mecánica e Ingeniería Electrónica Industrial y Ingeniería Electrónica Industrial y Automática (Bizkaia) (Escuela de Ingeniería de Bilbao),Grado en Ingeniería de Electrónica y Automática (Bizkaia) (Escuela de Ingeniería de Bilbao)
"Zentro teknologikoak fabrikazio prozesuen eta doitasunezko ingeniaritzaren alorrean egiten dituen ikerketa jardueren barruan garatu da sistema, eta Makina-erremintaren Espainiako Bienalaren hirurogeita hamargarren edizioan aurkeztuko da, Bilbao Exhibition Centren, maiatzaren 28tik ekainaren 1era bitartean.","Este sistema, que ha sido desarrollado dentro de la actividad del centro tecnológico en el campo de los procesos de fabricación y la ingeniería de precisión, se expondrá en el marco de la trigésima edición de la Bienal Española de Máquina Herramienta, que tendrá lugar del 28 de mayo al 1 de junio en el Bilbao Exhibition Centre.","Se ha desarrollado un sistema dentro de las actividades de investigación de un centro tecnológico en el ámbito de los procesos de fabricación y de ingeniería de precisión, y se presentará en la edición número cien de la Bienal de Máquina Herramienta en España, en el Bilbao Exhibition Centre, del 28 de mayo al 1 de junio."
"Ingeniaritza kimikoa ikasi dut, batez ere energia berriztagarrien arloan lan egin dut, eta, unibertsitatean, lehengaiak lehengoratzen jardun dut, ekologia industriaren esparruan.","He estudiado Ingeniería Química, he trabajado fundamentalmente en el ámbito de las energías renovables y me he dedicado en la universidad a la recuperación de materias primas en el marco de la ecología industrial.","Estudié ingeniería química, específicamente trabajé en el área de energías renovables, y en la universidad, me ocupé de la reutilización de materias primas en el ámbito de la ecología industrial."
Saila: Meatze eta metalurgiarako ingeniaritza eta materialen zientzia Irisgarritasuna,Departamento: Ingeniería minera y metalúrgica y ciencia de los materiales Accesibilidad,Ingeniería y ciencia de materiales para la minería y la metalurgia.
Ingeniaritza Gradu Duala Matrikula,Grado de Ingeniería Dual Matrícula,Ingeniería de Grado con Matrícula Duala
"Ingeniaritza - Wikipedia, entziklopedia askea.","Ingeniería - Wikipedia, la enciclopedia libre","Ingeniería - Wikipedia, la enciclopedia libre."
"Horretarako, eredu matematikoak, soziologia, teknologia eta ingeniaritza bateratzen ditugu.","Para ello, unimos modelos matemáticos, sociología, tecnología e ingeniería.","Para ello, combinamos modelos matemáticos, sociología, tecnología e ingeniería."
Eurohelp-ekin sinatutako enpresa-gela hitzamenari esker ikasleak bere ibilbide profesionala hasi dezake informatika ingeniaritzako ikasketekin jarraitzen duen bitartean.,El convenio aula-empresa firmado con Eurohelp permite que el alumnado inicie un itinerario profesional compatibilizándolo con sus estudios de ingeniería informática.,"Gracias al acuerdo firmado con Eurohelp, el estudiante puede iniciar su trayectoria profesional mientras continúa sus estudios de ingeniería informática."
"IMHko ikasleek ohiek azaltzen digute zergaitik aukeratu zuten lanbide heziketa ikastea, eta ondoren nola laneratu diren edo nola jarraitu duten ikasten adibidez txandakako ingeniaritza","En estos videos los exalumnos del IMH nos cuentan por qué decidieron estudiar los ciclos formativos, en qué trabajan o cómo han continuado estudiando por ejemplo en la ingeniería en alternancia.","Los estudiantes de la IMH nos explican por qué eligieron estudiar formación profesional y cómo han encontrado trabajo o cómo han seguido estudiando, por ejemplo, ingeniería por turnos."
"Langabezian bazaude, Goi mailako mekanizazioa edo diseinu zikloa, edo ingeniaritzako ikasketak badituzu, Lanbidek subentzionatutako Gaitasun ziurtagiria den Abiadura haundiko eta errendimendu altuko mekanizatu bidezko fabrikazioa ikastaroa egin dezazezu.","Si estás en desempleo y tienes la titulación de grado superior de mecanizado o diseño, o eres ingeniero, te puede interesar el curso subvencionado por Lanbide de Certificado de profesionalidad Fabricación por mecanizado a alta velocidad y alto rendimiento.","Si te encuentras desempleado, tienes formación en Mecanización Avanzada o Diseño por Ciclos, o si has estudiado ingeniería, podrías realizar el curso de Fabricación mediante Mecanizado de Alta Velocidad y Alto Rendimiento subvencionado por Lanbide."
"Ibarrean behera joanda dauden azken biak sendotu egin dira, eta XIX. mende amaierako ingeniaritzaren adibide ditugu.","Las dos últimas, aguas abajo, han sido consolidadas y son un ejemplo de la ingeniería de finales del siglo XIX.","Las dos últimas que bajaron por el sendero se han fortalecido, y son ejemplos de la ingeniería de finales del siglo XIX."
"SORALUCEk DAS Sistema berritzailea aurkeztuko du, bai eta ingeniaritza dinamikoaren saileko beste esperientzia batzuk eta bezeroengan arrakasta izan duten adibideak ere.","SORALUCE presentará el innovador Sistema DAS, así como otras experiencias del departamento de ingeniería dinámica y casos de éxito en clientes.","SORALUCE presentará el sistema DAS, así como otras experiencias en el campo de la ingeniería dinámica y ejemplos de éxito con clientes."
"Ingeniaritza genetikoak nekazaritzan dituen aplikazio komertzialek ez dute zerikusirik ""eramangarritasun"" irizpidearekin.","Las aplicaciones comerciales de la ingeniería genética a la agricultura no responden en absoluto al criterio de ""sostenibilidad"".","La ingeniería genética en la agricultura no tiene relación con el criterio de ""sostenibilidad""."
Sistema Txertatuen Ingeniaritza - UPV/EHU,Ingeniería de Sistemas Empotrados - UPV/EHU,Ingeniería de Sistemas Embarcados - UPV/EHU
"Deustuko Unibertsitateko Ingeniaritza Fakultatea - Wikipedia, entziklopedia askea.","Escuela Técnica Superior de Ingeniería y Diseño Industrial (Universidad Politécnica de Madrid) De Wikipedia, la enciclopedia libre","Facultad de Ingeniería de la Universidad de Deusto - Wikipedia, la enciclopedia libre."
"Hainbat sektoretako profesionalek eman dute jada izena, besteak beste aeronautika, automobilgintza, ekipamendu-ondasunak, tren-industria, ingeniaritzak, makina-erreminta, itsasontzigintzako industria, petrokimikoa, eta baita banaketa-kanaletakoak ere, hala nola industria hornikuntzako biltegiak, burdindegiko saltzaileen kooperatibak edo erosketa taldeak ere.","Profesionales de sectores como aeronáutica, automoción, bienes de equipo, ferroviario, ingenierías, máquina-herramienta, naval, petroquímico, así como de canales de distribución como almacenes de suministros industriales, cooperativas ferreteras o grupos de compra, ya se han inscrito para visitar esta cita.","Profesionales de varios sectores, entre otros la aeronáutica, la automoción, los bienes de equipo, la industria ferroviaria, las ingenierías, la máquina herramienta, la industria naval, la petroquímica, e incluso del sector de la distribución, como los almacenes de suministro industrial, las cooperativas de ferreterías o los grupos de compra también han dado ya su nombre."
"Horrenbestez, gainazalen ingeniaritzak jalkitze- edo estaldura-teknologiak ez ezik material-ekarpenik egiten ez duten eraldaketa fisikoak eta kimikoak ere barne hartzen ditu.","La ingeniería de superficies, por tanto, no solo comprende las tecnologías de deposición o de recubrimiento, sino también cualquier modificación física o química sin aporte de material.","La ingeniería de superficies, además de las tecnologías de revestimiento o cobertura que no aportan material, también incluye transformaciones físicas y químicas que no suponen una aportación de material."
Industria Ingeniaritzako Unibertsitate Masterreko ikaslearen asebetetze maila,Satisfacción del alumnado en Grado en Ingeniería en Sistemas de Telecomunicación,La satisfacción del estudiante del Máster en Ingeniería Industrial.
"Santiago de Chilen kokatuta, ingeniaritza zibilaren eremuan aukera asko eskaintzen duen noralekua.","Ubicada en Santiago de Chile, un destino que ofrece muchas posiblidades en el ámbito de la ingenieria civil.","Santiago de Chile, ubicado en un lugar que ofrece muchas oportunidades en el campo de la ingeniería civil."
"Ingeniaritza elektrikoa, armairuak eta instalazioa","Ingeniería eléctrica, armarios e instalación","Ingeniería eléctrica, armarios y instalación"
Ingeniaritza Eskolako araudia,Normativa de la Escuela de Ingeniería,La normativa de la Escuela de Ingeniería.
"Saudi Arabiako petrolio eta gas konpainia nagusiena den Saudi Aramco enpresak, eta Tekfen Instaat ingeniaritza turkiarrak, AMPO POYAM VALVESengan jarri dute konfidantza, Saudi Arabian eraikiko den ondorengo proiektu honetarako espezifikazio altuko 450 balbula diseinatu eta ekoizteko: konporta eta erretentzio balbulak hornituko ditu, guztiak H2S zerbitzu azidorako izango direlarik.",El cliente final Saudi Aramco y la ingeniería turca Tekfen Instaat han confiado a AMPO POYAM VALVES el diseño y la fabricación de 450 válvulas de altas especificaciones para el siguiente proyecto en Saudí Arabia: Satellite Gas Compression Pipeline. AMPO suministrará aquí válvulas de compuerta y retención con recubrimientos en incoloy 825 para un servicio H2S.,"Saudi Aramco, la mayor compañía de petróleo y gas de Arabia Saudita, y Tekfen Insaat, ingeniería turca, han depositado su confianza en AMPO POYAM VALVES para diseñar y fabricar 450 válvulas de alta especificación para el próximo proyecto a construirse en Arabia Saudita: proveerá válvulas de control y retención, todas destinadas para servicio en ambientes H2S."
"Kalitate handia eskatzen duten lanetarako paregabea da: artea, argazkia, arkitektura, moda, ingeniaritza…","Es ideal para trabajos que requieren gran calidad: arte, fotografía, arquitectura, moda, ingeniería…","Es excelente para trabajos que requieren alta calidad: arte, fotografía, arquitectura, moda, ingeniería…"
2011. urtean IMHren Ingeniaritza Duala Euskal Herriko Unibertsitatera EHU-UPV atxikitu zen (1) eta Prozesu eta Produktu Berrikuntzan Ingeniaritza Gradua eskaintzen du 2012-2013 ikasturtetik.,"El año 2011 la Escuela Universitaria de Ingeniería Dual del IMH se adscribió a la Universidad del País Vasco (UPV/EHU), ofreciendo un Grado en Ingeniería en Innovación de Procesos y Productos desde el curso 2012-2013 (1).","En el año 2011, la Escuela de Ingeniería de Mondragón (IMH) se integró a la Universidad del País Vasco/Euskal Herriko Unibertsitatea (UPV/EHU) y, desde el curso 2012-2013, ofrece el Grado en Ingeniería en Innovación de Procesos y Productos."
Navarra / Telekomunikazio Teknologien Ingeniaritzako Graduatua Nafarroako Unibertsitate Publikoan URI,Graduado o Graduada en Ingeniería en Tecnologías Industriales por la Universidad Pública de Navarra / Gradua URI,Navarra / Graduado en Ingeniería de Tecnologías de Telecomunicación en la Universidad Pública de Navarra URI
Zerbitzuko materialaren errendimendua analizatzeko eta hobetzeko ingeniaritzako zerbitzuak.,Servicios de ingeniería para el análisis y mejora del rendimiento del material en servicio.,El rendimiento del material del servicio se analiza y mejora mediante servicios de ingeniería.
Industria Ingeniaritzan Unibertsitate Masterraren katalogoa,Máster Universitario en Comunicación Corporativa,Catalogo de la Maestría en Ingeniería Industrial
Ingeniaritza Elektriko eta Elektronikoa Saila Titulación,Departamento de Proyectos e Ingeniería Rural / Titulación,Ingeniería Eléctrica y Electrónica - Titulación
PONPAKETA-SISTEMEN INSTALAZIOAK MANTENTZE-LANEN INGENIARITZA,INSTALACIONES DE SISTEMAS DE BOMBEO LLAVE EN MANO,La ingeniería de mantenimiento de instalaciones de sistemas informáticos.
"Lan egin ahal izango duzu, eraikuntza, zaharberritze eta birgaitze enpresetan, ingeniaritzan, barne diseinua eta dekorazio estudioetan, eta aholkularitzan, honako eginkizunetan:","Podrás trabajar en empresas constructoras, de restauración y rehabilitación, ingenierías, estudios de interiorismo y decoración, entres otras, realizando las siguientes funciones:","Puedes trabajar en construcción, restauración y renovación, ingeniería, estudios de diseño interior y decoración, y en consultoría en las siguientes tareas."
"Pertsona sortzailea bazara, zenbakiekin trebea, ulermen abstraktua eta arrazonamendu logikoa badituzu, eta enpresaren mundua eta errealitate ekonomiko eta soziala interesatzen bazaizkizu, Ingeniaritza Mekanikoko eta Enpresen Administrazio eta Zuzendaritzako Gradu Bikoitza duzu aukerarik onena.","Si eres una persona creativa, tienes destreza numérica, comprensión abstracta, razonamiento lógico e interés por el mundo de la empresa y la realidad económica y social, tu mejor opción es el doble Grado en Ingeniería Mecánica y en Administración y Dirección de Empresas.","Si eres una persona creativa, te manejas bien con los números, tienes capacidad de comprensión abstracta y razonamiento lógico, y te interesa el mundo empresarial y la realidad económica y social, el Grado Doble en Ingeniería Mecánica y Administración y Dirección de Empresas es tu mejor opción."
"IDS enpresa Informatika Ingeniaritza Industriala S.A., egoitza soziala Euskal Herrian duena, IBERMATICA-rekin integratu da kapital sozialeko partaidetzaren %50a eskuratzeko buruturiko eragiketa baten bitartez.","El mercado español de fusiones y adquisiciones comienza el 2018 con un País Vasco, se ha integrado en IBERMÁTICA mediante una operación de toma de participación inicial del 50% de su capital social.","IDS, empresa de ingeniería informática industrial con sede social en el País Vasco, se ha integrado a IBERMATICA a través de una operación en la que ha adquirido el 50% del capital social."
IMH INGENIARITZA ESKOLA: 8. promozioari diploma banatzeko ekitaldia — IMH,ESCUELA DE INGENIERÍA IMH: Entrega de diplomas a la 8ª promoción — IMH,"La frase en euskera que me has dado se traduce al español como:

""IMH INGENIARITZA ESKOLA: 8. promozioari diploma banatzeko ekitaldia — IMH""

Espero que esta información te sea útil. 

PD: La frase en euskera parece ser un nombre de un evento o ceremonia relacionado con una escuela de ingeniería, pero la traducción al español no cambia mucho en su sentido general."
"– Master in Nanoscience Materials: Polimeroen Unibertsitate Institutua (CIC Nanogunerekin lankidetzan, Bordeleko Unibertsitateko L’Institut de Saila, Kimika Aplikatua Saila, Gipuzkoako Ingeniaritza Eskola eta Bilboko Ingeniaritza Eskola; Bordeleko Unibertsitatearen aldetik, Elkarlanean aritu dira Medikuntza fakultateak eta unibertsitate ospitaleak gaixotasun autoimmuneen alorrean (lupusean, bereziki), eta udako ikastaro bat sortu da lankidetza horretatik, 2018ko ekainaren 25ean eta 26an egin zena, 96 lagunen parte hartzearekin (% 64 emakumeak eta % 36 gizonak).","– Master in Nanoscience Materials: Instituto Universitario de Polímeros POLYMAT, Departamento de Física de Materiales (UPV/EHU), Centro de Física de Materiales (CSIC-UPV/EHU), en colaboración con el Donostia Departamento de Ciencia y Tecnología de Polímeros, Departamento de Química Aplicada, Escuela de Ingeniería de Gipuzkoa, Escuela de Ingeniería de Bilbao, por parte de la UPV/EHU, y el el ámbito de las enfermedades autoinmunes (en particular, en el lupus) que ha cristalizado en la celebración de un curso de verano los días 25 y 26 de junio de 2018 al que han asistido cerca de 96 personas (64% mujeres, 36% hombres).","Maestría en Nanosciencia y Materiales: Instituto Universitario de Polímeros (en colaboración con CIC Nanogune, la sección de Química Aplicada de la Facultad de Ciencias de la Universidad de Burdeos, la Escuela de Ingeniería de Gipuzkoa y la Escuela de Ingeniería de Bilbao; por parte de la Universidad de Burdeos, han colaborado los departamentos de Medicina y los hospitales universitarios en el campo de las enfermedades autoinmunes (especialmente el lupus), y se ha creado un curso de verano a partir de esta colaboración, realizado los días 25 y 26 de junio de 2018, con la participación de 96 personas (64% mujeres y 36% hombres). 

Por favor, ten en cuenta que la traducción es directa y no ha sido revisada por un experto en el idioma euskera. Si necesitas una traducción más precisa o formal, te recomendaría consultar con un traductor profesional."
"Proiektuaren dimentsio zientifiko eta dibulgatzaileari erreparatzeko, COROMAren arduradunek parte hartuko dute datorren urtean Produkzio Ingeniaritzaren Nazioarteko Akademiak (CIRP), fabrikazioari aplikatutako ikerketan liderra den erakundeak, maiatzean Estocolmon egingo duen produkzio-sistemei buruzko biltzarrean. Bilkura horretan IK4-IDEKOko zein beste 3 Ikerketa Zentrotako ikerlariek, hainbat hitzaldi eskainiko dituzte, hizketagai hartuta fabrikazioari aplikatutako robotika.","Para atender la dimensión científica y divulgativa del proyecto, los responsables de COROMA participarán el año que viene en la los investigadores de IK4-IDEKO y de otros 3 Centros de Investigación presentarán varias ponencias centradas en el ámbito de la robótica aplicada a la fabricación.","Para tener en cuenta la dimensión científica y divulgativa del proyecto, los responsables de COROMA participarán en la conferencia sobre sistemas de producción que la Academia Internacional de Ingeniería de Producción (CIRP), una institución líder en investigación aplicada a la fabricación, organizará en Estocolmo en mayo próximo. En esta conferencia, los investigadores de IK4-IDEKO y de otros tres centros de investigación ofrecerán varias conferencias, centrando sus temas en la robótica aplicada a la fabricación."
"Informatika Ingeniaritzako lizentzia (EHU, 2008) eta Hizkuntzaren Azterketa eta Prozesamendua masterra (EHU, 2012) ditu.","Posee los títulos de Licenciatura en Ingeniería Informática (UPV/EHU, 2008) y de Máster en Análisis y Procesamiento del Lenguaje (UPV/EHU, 2012).","Licenciado en Ingeniería Informática (UPV, 2008) y máster en Análisis y Procesamiento del Lenguaje (UPV, 2012)."
"Giza kalitatea eta lidergoa, karreran zehar jasotako prestakuntza teknikoa giza kalitatearekin lotutako alderdi eta gaitasunekin osatzen duena, garapen profesional egokia izateko; Zeinu hizkuntza hastapena, irakaskuntzarekin lotutako graduak egiten ari direnek asko eskatzen dutena, eta Instalazio termikoak eta jariakinenak, Industria Teknologiaren Ingeniaritzako Graduko laugarren mailan matrikulatutako ikasleei zuzendua.","Calidad Humana y Liderazgo, que complementa la formación técnica recibida en la carrera, con aspectos y competencias de calidad humana que mejoran el desarrollo profesional, Curso de Iniciación a la Lengua de Signos, muy solicitado por personas que cursan grados relacionados con la enseñanza, e Instalaciones Térmicas y de Fluidos, para personas matriculadas en 4º curso del Grado en Ingeniería en Tecnología, entre muchos otros.","Calidad humana y liderazgo, formación técnica adquirida a lo largo de la carrera complementada con aspectos y habilidades relacionados con la calidad humana, para un desarrollo profesional adecuado; Iniciación al lenguaje de signos, muy demandado por aquellos que están cursando grados relacionados con la enseñanza; e Instalaciones térmicas y de fluidos, dirigido a estudiantes matriculados en el cuarto año del Grado en Ingeniería en Tecnologías Industriales."
Itsasketako Gradua (Bizkaia) (Bilboko Ingeniaritza Eskola),Grado en Ingeniería Mecánica (Bizkaia) (Escuela de Ingeniería de Bilbao),Grado en Ingeniería (Bizkaia) (Escuela de Ingeniería de Bilbao)
"EAEko ekoizpen zientifikoa oso espezializatuta dago Zientzia fisikoetan eta ingeniaritzan; eta oso azpiespezializatuta, ordea, Biomedikuntzan eta osasunean",La producción científica de la CAPV muestra una gran especialización en Ciencias físicas e ingeniería y una gran subespecialización en Biomedicina y salud,"La producción científica de la EAE está muy especializada en Física y en Ingeniería; sin embargo, está muy subespecializada en Biomedicina y Salud."
"Ez duzu alderantzikako ingeniaritzarik egingo, ezta softwarea deskonpilatu edo desmuntatu ere, eta ez zara iturri kodea aurkitzen saiatuko.","Ni tampoco podrá realizar ingeniería inversa, descompilar, desensamblar ni intentar descubrir el código fuente del Software.","No realizarás ingeniería inversa, no descompilarás ni desmontarás el software, y no intentarás encontrar el código fuente."
*Oharra: Ingeniaritza graduko klaseak irailaren 8an hasiko dira kurtso guztietan.,*Nota: Las clases de los grados en Ingeniería comenzarán el 7 de septiembre para todos los cursos.,*Nota: Las clases del grado de ingeniería comenzarán el 8 de septiembre en todos los cursos.
"Nekazari ingeniaritzako ikasketak egin zituen, baina 1950. urtetik aurrera literaturan murgildu zen.","Luego, la abandonó para dedicarse a la literatura.","Un agricultor que estudió ingeniería, pero desde 1950 se sumergió en la literatura."
"Hauexek dira gehien eskatzen diren tituluak: irakasle ikasketak, industriako ingeniaritza teknikoa eta enpresen administrazio eta zuzendaritza","Maestro, Ingeniería Técnica Industrial y Administración y Dirección de Empresas son los títulos más demandados","Estos son los títulos más demandados: estudios de enseñanza, ingeniería técnica industrial y administración y dirección de empresas."
Prozesuen Ingeniaritza edo bereizketa-eragiketak.,2- Ingeniería de procesos o de diferenciación.,Ingeniería de Procesos o operaciones de separación.
ATE IREKIAK Txandakako Ingeniaritza...,PUERTAS ABIERTAS Ingeniería en Alternancia (Nuevo Grado)...,"Las puertas abiertas de la ingeniería... (o bien, ""Las puertas abiertas de la ingeniería en turno..."")"
Bilboko Ingeniaritza Eskolan eskaintzen ditugun praktiken inguruko informazio gehiago eskura ezazu.,Infórmate de las prácticas y otras actividades que te ofrecemos en la Escuela de Ingeniería de Bilbao.,"En la Escuela de Ingeniería de Bilbao, puedes obtener más información sobre las prácticas que ofrecemos."
Gradua Industria Antolakuntzako Ingeniaritzan,Grado en Ingeniería en Organización Industrial,"La frase en euskera ""Gradua Industria Antolakuntzako Ingeniaritzan"" se traduce al español como ""Se graduó en Ingeniería de Organización Industrial""."
FABRIKAZIO-PROZESUAK / Ingeniaritza / Beste ingeniaritzak,PROCESOS DE FABRICACIÓN / Ingeniería / Otras ingenierías,PROCESOS DE FABRICACIÓN / Ingeniería / Otras ingenierías
"Artikuluaren egilea Víctor Yepes Piqueras da, Valentziako Unibertsitate Politeknikoko Eraikuntza Ingeniaritzako irakaslea eta Hormigoiaren Ingeniaritza Masterreko Zuzendari Akademikoa.","Artículo de Víctor Yepes Piqueras, profesor de Ingeniería de la Construcción y Director Académico del Máster en Ingeniería del Hormigón de la Universidad Politécnica de Valencia.","El autor del artículo es Víctor Yepes Piqueras, profesor de Ingeniería de Construcciones en la Universidad Politécnica de Valencia y director académico del Máster en Ingeniería de Hormigón."
"Begiralearen Txostena (Ingeniaritza Kimikoko Gradua) (docx,116.03 Kb)","(Abre una nueva ventana)Anexo Ingeniería Química) (docx,111,95 Kb)","Informe del supervisor (Grado en Ingeniería Química) (docx, 116.03 Kb)"
MUko Ingeniaritza Fakultatearen eta Fagor Arrasateren arteko aliantza estrategikoa 2010ean hasi zen kolaborazio zientifikorako akordio bati esker. Hitzarmen hori ikerketa proiektuak eta pertsonen gaikuntza elkarrekin garatzeko sinatu zen.,Esa alianza estratégica entre la Facultad de Ingeniería de MU y Fagor Arrasate comenzó en 2010 gracias a un acuerdo de colaboración científica para el desarrollo conjunto de proyectos de investigación y capacitación de personas.,La alianza estratégica entre la Facultad de Ingeniería de MU y Fagor Arrasate comenzó en 2010 gracias a un acuerdo de colaboración científica. Este acuerdo se firmó para desarrollar proyectos de investigación y la formación de personas de manera conjunta.
GFRP ingeniaritzako irtenbide gisa,GFRP como solución de ingeniería,Ingeniería de soluciones con GFRP (Fibra de Vidrio Reforzada)
"CSEAA Hiri barruko eta hiri arteko Autobus Enpresen Segurtasun Ziurtagiri Sistema bat da, INSIAk garatu eta balioztatutako metodologian oinarritutakoa. Haren garapenean, hurrengo alorretako aditu talde zabal batek laguntza eman du: Gidarien Prestakuntza; Autobusen Ingeniaritza; Mantentze lanak; Autobusen Ustiaketa; eta Segurtasun Sistemen Kudeaketa.","CSEAA es un Sistema de Certificación de Seguridad de Empresas de Autobuses y Autocares basado en una metodología desarrollada y validada por el INSIA, y que ha sido desarrollado con la colaboración de un amplio grupo de expertos en Formación de conductores, Ingeniería de Autobuses, Mantenimiento, Explotación de Autobuses y Gestión de Sistemas de Seguridad.","Un Sistema de Certificación de Seguridad para Empresas de Autobuses Urbano e Interurbano, desarrollado y validado por CSEAA sobre la base de una metodología desarrollada por INSIA. En su desarrollo, un amplio grupo de expertos en las siguientes áreas ha contribuido: Formación de Conductores; Ingeniería de Autobuses; Mantenimiento; Explotación de Autobuses; y Gestión de Sistemas de Seguridad."
"Kontrol ingeniaritzan dezenteko garrantzia izan dute beti akatsak antzeman eta diagnostikatzeko sistema automatikoek; izan ere, eragin positiboa dute, produktuaren segurtasun eta kalitate [...]",Los sistemas de detección y diagnóstico automáticos siempre han tenido un considerable interés en la ingeniería de control debido a sus efectos positivos [...],"Los sistemas automatizados para detectar y diagnosticar errores han tenido siempre una gran importancia en la ingeniería de control; de hecho, tienen un impacto positivo en la seguridad y la calidad del producto."
"Otsailaren 18an (astelehena), martxoaren 4an (astelehena) eta martxoaren 7an (osteguna), 15:00etatik 18:00etara, Vitoria-Gasteizko Ingeniaritza Eskolan (S1 gela).",18 de febrero (lunes) y 4 de marzo (lunes) y 7 de marzo (jueves) en horario de 15:00 a 18:00 en Escuela Ingeniería de Vitoria- Gasteiz (Aula S1).,"El 18 de febrero (lunes), el 4 de marzo (lunes) y el 7 de marzo (jueves), de 15:00 a 18:00, en la Escuela de Ingeniería de Vitoria-Gasteiz (aula S1)."
"Bestalde, Jon Galarzak (Gasteiz, 1980) Industria Antolaketako Ingeniaritza ikasi zuen Mondragon Goi Eskola Politeknikoan eta bere karrera profesionalaren zati handi bat Arcelor Mittal Taldeak Bizkaiko Etxebarri herrian duen lantegian egin du, azken hamabi urteotan bertako ekoizpen-burua izan delarik.","Por su parte, Jon Galarza (Vitoria-Gasteiz, 1980) es Ingeniero en Organización Industrial por la Escuela Politécnica Superior de Mondragón y ha desempeñado gran parte de su carrera profesional en el Grupo Arcelor Mittal desde la planta vizcaína de Etxebarri, donde ha sido jefe de producción durante los últimos doce años.","Por otro lado, Jon Galarzak (Gasteiz, 1980) estudió Ingeniería de Organización Industrial en la Universidad de Mondragon y ha desarrollado una gran parte de su carrera profesional en la planta de Arcelor Mittal en Etxebarria, Vizcaya, donde ha sido el jefe de producción durante los últimos doce años."
